date,region,gas_price
1993-04-05,PADD1,1.04
1993-04-12,PADD1,1.047
1993-04-19,PADD1,1.054
1993-04-26,PADD1,1.059
1993-05-03,PADD1,1.062
1993-05-10,PADD1,1.069
1993-05-17,PADD1,1.073
1993-05-24,PADD1,1.075
1993-05-31,PADD1,1.078
1993-06-07,PADD1,1.078
1993-06-14,PADD1,1.076
1993-06-21,PADD1,1.075
1993-06-28,PADD1,1.072
1993-07-05,PADD1,1.068
1993-07-12,PADD1,1.066
1993-07-19,PADD1,1.062
1993-07-26,PADD1,1.059
1993-08-02,PADD1,1.054
1993-08-09,PADD1,1.051
1993-08-16,PADD1,1.047
1993-08-23,PADD1,1.045
1993-08-30,PADD1,1.041
1993-09-06,PADD1,1.037
1993-09-13,PADD1,1.034
1993-09-20,PADD1,1.028
1993-09-27,PADD1,1.024
1993-10-04,PADD1,1.068
1993-10-11,PADD1,1.064
1993-10-18,PADD1,1.063
1993-10-25,PADD1,1.061
1993-11-01,PADD1,1.057
1993-11-08,PADD1,1.053
1993-11-15,PADD1,1.048
1993-11-22,PADD1,1.043
1993-11-29,PADD1,1.038
1993-12-06,PADD1,1.028
1993-12-13,PADD1,1.015
1993-12-20,PADD1,1.004
1993-12-27,PADD1,0.997
1994-01-03,PADD1,0.992
1994-01-10,PADD1,0.989
1994-01-17,PADD1,0.987
1994-01-24,PADD1,0.985
1994-01-31,PADD1,0.984
1994-02-07,PADD1,0.989
1994-02-14,PADD1,0.996
1994-02-21,PADD1,0.997
1994-02-28,PADD1,0.996
1994-03-07,PADD1,0.994
1994-03-14,PADD1,0.993
1994-03-21,PADD1,0.992
1994-03-28,PADD1,0.996
1994-04-04,PADD1,0.996
1994-04-11,PADD1,1.004
1994-04-18,PADD1,1.008
1994-04-25,PADD1,1.013
1994-05-02,PADD1,1.017
1994-05-09,PADD1,1.018
1994-05-16,PADD1,1.021
1994-05-23,PADD1,1.023
1994-05-30,PADD1,1.028
1994-06-06,PADD1,1.036
1994-06-13,PADD1,1.044
1994-06-20,PADD1,1.05
1994-06-27,PADD1,1.062
1994-07-04,PADD1,1.068
1994-07-11,PADD1,1.07
1994-07-18,PADD1,1.074
1994-07-25,PADD1,1.079
1994-08-01,PADD1,1.089
1994-08-08,PADD1,1.113
1994-08-15,PADD1,1.124
1994-08-22,PADD1,1.127
1994-08-29,PADD1,1.126
1994-09-05,PADD1,1.122
1994-09-12,PADD1,1.121
1994-09-19,PADD1,1.116
1994-09-26,PADD1,1.111
1994-10-03,PADD1,1.105
1994-10-10,PADD1,1.1
1994-10-17,PADD1,1.098
1994-10-24,PADD1,1.098
1994-10-31,PADD1,1.112
1994-11-07,PADD1,1.122
1994-11-14,PADD1,1.121
1994-11-21,PADD1,1.116
1994-11-28,PADD1,1.129
1994-12-05,PADD1,1.147
1994-12-12,PADD1,1.158
1994-12-19,PADD1,1.169
1994-12-26,PADD1,1.163
1995-01-02,PADD1,1.156
1995-01-09,PADD1,1.155
1995-01-16,PADD1,1.15
1995-01-23,PADD1,1.15
1995-01-30,PADD1,1.148
1995-02-06,PADD1,1.145
1995-02-13,PADD1,1.141
1995-02-20,PADD1,1.138
1995-02-27,PADD1,1.137
1995-03-06,PADD1,1.137
1995-03-13,PADD1,1.133
1995-03-20,PADD1,1.129
1995-03-27,PADD1,1.128
1995-04-03,PADD1,1.132
1995-04-10,PADD1,1.143
1995-04-17,PADD1,1.16
1995-04-24,PADD1,1.187
1995-05-01,PADD1,1.2
1995-05-08,PADD1,1.224
1995-05-15,PADD1,1.234
1995-05-22,PADD1,1.252
1995-05-29,PADD1,1.262
1995-06-05,PADD1,1.264
1995-06-12,PADD1,1.263
1995-06-19,PADD1,1.26
1995-06-26,PADD1,1.256
1995-07-03,PADD1,1.249
1995-07-10,PADD1,1.244
1995-07-17,PADD1,1.238
1995-07-24,PADD1,1.229
1995-07-31,PADD1,1.218
1995-08-07,PADD1,1.213
1995-08-14,PADD1,1.205
1995-08-21,PADD1,1.201
1995-08-28,PADD1,1.197
1995-09-04,PADD1,1.188
1995-09-11,PADD1,1.185
1995-09-18,PADD1,1.18
1995-09-25,PADD1,1.178
1995-10-02,PADD1,1.172
1995-10-09,PADD1,1.167
1995-10-16,PADD1,1.159
1995-10-23,PADD1,1.149
1995-10-30,PADD1,1.14
1995-11-06,PADD1,1.131
1995-11-13,PADD1,1.125
1995-11-20,PADD1,1.118
1995-11-27,PADD1,1.117
1995-12-04,PADD1,1.118
1995-12-11,PADD1,1.118
1995-12-18,PADD1,1.122
1995-12-25,PADD1,1.126
1996-01-01,PADD1,1.132
1996-01-08,PADD1,1.135
1996-01-15,PADD1,1.146
1996-01-22,PADD1,1.145
1996-01-29,PADD1,1.141
1996-02-05,PADD1,1.139
1996-02-12,PADD1,1.135
1996-02-19,PADD1,1.134
1996-02-26,PADD1,1.144
1996-03-04,PADD1,1.158
1996-03-11,PADD1,1.163
1996-03-18,PADD1,1.169
1996-03-25,PADD1,1.192
1996-04-01,PADD1,1.211
1996-04-08,PADD1,1.232
1996-04-15,PADD1,1.276
1996-04-22,PADD1,1.292
1996-04-29,PADD1,1.302
1996-05-06,PADD1,1.312
1996-05-13,PADD1,1.315
1996-05-20,PADD1,1.316
1996-05-27,PADD1,1.313
1996-06-03,PADD1,1.311
1996-06-10,PADD1,1.304
1996-06-17,PADD1,1.294
1996-06-24,PADD1,1.287
1996-07-01,PADD1,1.278
1996-07-08,PADD1,1.273
1996-07-15,PADD1,1.269
1996-07-22,PADD1,1.265
1996-07-29,PADD1,1.261
1996-08-05,PADD1,1.254
1996-08-12,PADD1,1.249
1996-08-19,PADD1,1.245
1996-08-26,PADD1,1.242
1996-09-02,PADD1,1.238
1996-09-09,PADD1,1.24
1996-09-16,PADD1,1.241
1996-09-23,PADD1,1.24
1996-09-30,PADD1,1.239
1996-10-07,PADD1,1.236
1996-10-14,PADD1,1.243
1996-10-21,PADD1,1.25
1996-10-28,PADD1,1.257
1996-11-04,PADD1,1.27
1996-11-11,PADD1,1.273
1996-11-18,PADD1,1.287
1996-11-25,PADD1,1.294
1996-12-02,PADD1,1.299
1996-12-09,PADD1,1.304
1996-12-16,PADD1,1.305
1996-12-23,PADD1,1.305
1996-12-30,PADD1,1.303
1997-01-06,PADD1,1.303
1997-01-13,PADD1,1.308
1997-01-20,PADD1,1.307
1997-01-27,PADD1,1.303
1997-02-03,PADD1,1.302
1997-02-10,PADD1,1.3
1997-02-17,PADD1,1.295
1997-02-24,PADD1,1.289
1997-03-03,PADD1,1.282
1997-03-10,PADD1,1.276
1997-03-17,PADD1,1.267
1997-03-24,PADD1,1.263
1997-03-31,PADD1,1.261
1997-04-07,PADD1,1.258
1997-04-14,PADD1,1.253
1997-04-21,PADD1,1.245
1997-04-28,PADD1,1.239
1997-05-05,PADD1,1.238
1997-05-12,PADD1,1.234
1997-05-19,PADD1,1.237
1997-05-26,PADD1,1.239
1997-06-02,PADD1,1.241
1997-06-09,PADD1,1.238
1997-06-16,PADD1,1.234
1997-06-23,PADD1,1.229
1997-06-30,PADD1,1.222
1997-07-07,PADD1,1.218
1997-07-14,PADD1,1.215
1997-07-21,PADD1,1.213
1997-07-28,PADD1,1.213
1997-08-04,PADD1,1.231
1997-08-11,PADD1,1.26
1997-08-18,PADD1,1.268
1997-08-25,PADD1,1.286
1997-09-01,PADD1,1.289
1997-09-08,PADD1,1.291
1997-09-15,PADD1,1.286
1997-09-22,PADD1,1.278
1997-09-29,PADD1,1.267
1997-10-06,PADD1,1.259
1997-10-13,PADD1,1.254
1997-10-20,PADD1,1.247
1997-10-27,PADD1,1.239
1997-11-03,PADD1,1.231
1997-11-10,PADD1,1.225
1997-11-17,PADD1,1.217
1997-11-24,PADD1,1.209
1997-12-01,PADD1,1.203
1997-12-08,PADD1,1.194
1997-12-15,PADD1,1.184
1997-12-22,PADD1,1.175
1997-12-29,PADD1,1.168
1998-01-05,PADD1,1.163
1998-01-12,PADD1,1.153
1998-01-19,PADD1,1.141
1998-01-26,PADD1,1.129
1998-02-02,PADD1,1.119
1998-02-09,PADD1,1.112
1998-02-16,PADD1,1.1
1998-02-23,PADD1,1.093
1998-03-02,PADD1,1.085
1998-03-09,PADD1,1.076
1998-03-16,PADD1,1.062
1998-03-23,PADD1,1.052
1998-03-30,PADD1,1.072
1998-04-06,PADD1,1.075
1998-04-13,PADD1,1.074
1998-04-20,PADD1,1.071
1998-04-27,PADD1,1.076
1998-05-04,PADD1,1.077
1998-05-11,PADD1,1.086
1998-05-18,PADD1,1.074
1998-05-25,PADD1,1.076
1998-06-01,PADD1,1.075
1998-06-08,PADD1,1.076
1998-06-15,PADD1,1.071
1998-06-22,PADD1,1.069
1998-06-29,PADD1,1.068
1998-07-06,PADD1,1.064
1998-07-13,PADD1,1.066
1998-07-20,PADD1,1.063
1998-07-27,PADD1,1.058
1998-08-03,PADD1,1.052
1998-08-10,PADD1,1.048
1998-08-17,PADD1,1.042
1998-08-24,PADD1,1.038
1998-08-31,PADD1,1.034
1998-09-07,PADD1,1.028
1998-09-14,PADD1,1.024
1998-09-21,PADD1,1.023
1998-09-28,PADD1,1.029
1998-10-05,PADD1,1.034
1998-10-12,PADD1,1.046
1998-10-19,PADD1,1.044
1998-10-26,PADD1,1.041
1998-11-02,PADD1,1.04
1998-11-09,PADD1,1.038
1998-11-16,PADD1,1.031
1998-11-23,PADD1,1.022
1998-11-30,PADD1,1.013
1998-12-07,PADD1,0.998
1998-12-14,PADD1,0.987
1998-12-21,PADD1,0.982
1998-12-28,PADD1,0.976
1999-01-04,PADD1,0.974
1999-01-11,PADD1,0.971
1999-01-18,PADD1,0.972
1999-01-25,PADD1,0.968
1999-02-01,PADD1,0.96
1999-02-08,PADD1,0.956
1999-02-15,PADD1,0.948
1999-02-22,PADD1,0.943
1999-03-01,PADD1,0.938
1999-03-08,PADD1,0.939
1999-03-15,PADD1,0.978
1999-03-22,PADD1,1.012
1999-03-29,PADD1,1.047
1999-04-05,PADD1,1.078
1999-04-12,PADD1,1.1
1999-04-19,PADD1,1.105
1999-04-26,PADD1,1.11
1999-05-03,PADD1,1.118
1999-05-10,PADD1,1.128
1999-05-17,PADD1,1.127
1999-05-24,PADD1,1.125
1999-05-31,PADD1,1.119
1999-06-07,PADD1,1.115
1999-06-14,PADD1,1.113
1999-06-21,PADD1,1.117
1999-06-28,PADD1,1.117
1999-07-05,PADD1,1.129
1999-07-12,PADD1,1.148
1999-07-19,PADD1,1.168
1999-07-26,PADD1,1.182
1999-08-02,PADD1,1.192
1999-08-09,PADD1,1.208
1999-08-16,PADD1,1.225
1999-08-23,PADD1,1.234
1999-08-30,PADD1,1.238
1999-09-06,PADD1,1.242
1999-09-13,PADD1,1.26
1999-09-20,PADD1,1.276
1999-09-27,PADD1,1.281
1999-10-04,PADD1,1.287
1999-10-11,PADD1,1.289
1999-10-18,PADD1,1.283
1999-10-25,PADD1,1.279
1999-11-01,PADD1,1.276
1999-11-08,PADD1,1.271
1999-11-15,PADD1,1.279
1999-11-22,PADD1,1.299
1999-11-29,PADD1,1.317
1999-12-06,PADD1,1.317
1999-12-13,PADD1,1.316
1999-12-20,PADD1,1.315
1999-12-27,PADD1,1.315
2000-01-03,PADD1,1.314
2000-01-10,PADD1,1.315
2000-01-17,PADD1,1.316
2000-01-24,PADD1,1.342
2000-01-31,PADD1,1.348
2000-02-07,PADD1,1.359
2000-02-14,PADD1,1.382
2000-02-21,PADD1,1.417
2000-02-28,PADD1,1.432
2000-03-06,PADD1,1.512
2000-03-13,PADD1,1.556
2000-03-20,PADD1,1.559
2000-03-27,PADD1,1.544
2000-04-03,PADD1,1.531
2000-04-10,PADD1,1.511
2000-04-17,PADD1,1.486
2000-04-24,PADD1,1.466
2000-05-01,PADD1,1.454
2000-05-08,PADD1,1.473
2000-05-15,PADD1,1.502
2000-05-22,PADD1,1.539
2000-05-29,PADD1,1.544
2000-06-05,PADD1,1.55
2000-06-12,PADD1,1.581
2000-06-19,PADD1,1.621
2000-06-26,PADD1,1.629
2000-07-03,PADD1,1.632
2000-07-10,PADD1,1.625
2000-07-17,PADD1,1.609
2000-07-24,PADD1,1.593
2000-07-31,PADD1,1.56
2000-08-07,PADD1,1.539
2000-08-14,PADD1,1.522
2000-08-21,PADD1,1.521
2000-08-28,PADD1,1.523
2000-09-04,PADD1,1.535
2000-09-11,PADD1,1.562
2000-09-18,PADD1,1.566
2000-09-25,PADD1,1.564
2000-10-02,PADD1,1.551
2000-10-09,PADD1,1.532
2000-10-16,PADD1,1.545
2000-10-23,PADD1,1.544
2000-10-30,PADD1,1.544
2000-11-06,PADD1,1.537
2000-11-13,PADD1,1.534
2000-11-20,PADD1,1.527
2000-11-27,PADD1,1.526
2000-12-04,PADD1,1.513
2000-12-11,PADD1,1.492
2000-12-18,PADD1,1.469
2000-12-25,PADD1,1.442
2001-01-01,PADD1,1.438
2001-01-08,PADD1,1.44
2001-01-15,PADD1,1.486
2001-01-22,PADD1,1.497
2001-01-29,PADD1,1.493
2001-02-05,PADD1,1.48
2001-02-12,PADD1,1.492
2001-02-19,PADD1,1.482
2001-02-26,PADD1,1.472
2001-03-05,PADD1,1.455
2001-03-12,PADD1,1.438
2001-03-19,PADD1,1.424
2001-03-26,PADD1,1.421
2001-04-02,PADD1,1.435
2001-04-09,PADD1,1.495
2001-04-16,PADD1,1.571
2001-04-23,PADD1,1.609
2001-04-30,PADD1,1.623
2001-05-07,PADD1,1.659
2001-05-14,PADD1,1.67
2001-05-21,PADD1,1.663
2001-05-28,PADD1,1.671
2001-06-04,PADD1,1.658
2001-06-11,PADD1,1.655
2001-06-18,PADD1,1.629
2001-06-25,PADD1,1.596
2001-07-02,PADD1,1.546
2001-07-09,PADD1,1.511
2001-07-16,PADD1,1.475
2001-07-23,PADD1,1.447
2001-07-30,PADD1,1.424
2001-08-06,PADD1,1.413
2001-08-13,PADD1,1.42
2001-08-20,PADD1,1.43
2001-08-27,PADD1,1.429
2001-09-03,PADD1,1.457
2001-09-10,PADD1,1.455
2001-09-17,PADD1,1.465
2001-09-24,PADD1,1.449
2001-10-01,PADD1,1.407
2001-10-08,PADD1,1.362
2001-10-15,PADD1,1.325
2001-10-22,PADD1,1.287
2001-10-29,PADD1,1.255
2001-11-05,PADD1,1.224
2001-11-12,PADD1,1.198
2001-11-19,PADD1,1.173
2001-11-26,PADD1,1.144
2001-12-03,PADD1,1.122
2001-12-10,PADD1,1.113
2001-12-17,PADD1,1.1
2001-12-24,PADD1,1.104
2001-12-31,PADD1,1.12
2002-01-07,PADD1,1.14
2002-01-14,PADD1,1.158
2002-01-21,PADD1,1.146
2002-01-28,PADD1,1.14
2002-02-04,PADD1,1.139
2002-02-11,PADD1,1.143
2002-02-18,PADD1,1.144
2002-02-25,PADD1,1.145
2002-03-04,PADD1,1.151
2002-03-11,PADD1,1.215
2002-03-18,PADD1,1.288
2002-03-25,PADD1,1.346
2002-04-01,PADD1,1.381
2002-04-08,PADD1,1.422
2002-04-15,PADD1,1.433
2002-04-22,PADD1,1.434
2002-04-29,PADD1,1.429
2002-05-06,PADD1,1.429
2002-05-13,PADD1,1.422
2002-05-20,PADD1,1.418
2002-05-27,PADD1,1.414
2002-06-03,PADD1,1.408
2002-06-10,PADD1,1.402
2002-06-17,PADD1,1.392
2002-06-24,PADD1,1.394
2002-07-01,PADD1,1.391
2002-07-08,PADD1,1.39
2002-07-15,PADD1,1.392
2002-07-22,PADD1,1.42
2002-07-29,PADD1,1.42
2002-08-05,PADD1,1.423
2002-08-12,PADD1,1.422
2002-08-19,PADD1,1.417
2002-08-26,PADD1,1.42
2002-09-02,PADD1,1.419
2002-09-09,PADD1,1.417
2002-09-16,PADD1,1.422
2002-09-23,PADD1,1.426
2002-09-30,PADD1,1.445
2002-10-07,PADD1,1.464
2002-10-14,PADD1,1.463
2002-10-21,PADD1,1.481
2002-10-28,PADD1,1.478
2002-11-04,PADD1,1.475
2002-11-11,PADD1,1.477
2002-11-18,PADD1,1.461
2002-11-25,PADD1,1.446
2002-12-02,PADD1,1.438
2002-12-09,PADD1,1.428
2002-12-16,PADD1,1.424
2002-12-23,PADD1,1.458
2002-12-30,PADD1,1.496
2003-01-06,PADD1,1.509
2003-01-13,PADD1,1.509
2003-01-20,PADD1,1.51
2003-01-27,PADD1,1.514
2003-02-03,PADD1,1.564
2003-02-10,PADD1,1.645
2003-02-17,PADD1,1.678
2003-02-24,PADD1,1.675
2003-03-03,PADD1,1.677
2003-03-10,PADD1,1.691
2003-03-17,PADD1,1.709
2003-03-24,PADD1,1.687
2003-03-31,PADD1,1.658
2003-04-07,PADD1,1.635
2003-04-14,PADD1,1.61
2003-04-21,PADD1,1.585
2003-04-28,PADD1,1.567
2003-05-05,PADD1,1.539
2003-05-12,PADD1,1.509
2003-05-19,PADD1,1.5
2003-05-26,PADD1,1.492
2003-06-02,PADD1,1.487
2003-06-09,PADD1,1.492
2003-06-16,PADD1,1.514
2003-06-23,PADD1,1.505
2003-06-30,PADD1,1.495
2003-07-07,PADD1,1.498
2003-07-14,PADD1,1.542
2003-07-21,PADD1,1.552
2003-07-28,PADD1,1.549
2003-08-04,PADD1,1.552
2003-08-11,PADD1,1.587
2003-08-18,PADD1,1.625
2003-08-25,PADD1,1.738
2003-09-01,PADD1,1.759
2003-09-08,PADD1,1.739
2003-09-15,PADD1,1.715
2003-09-22,PADD1,1.685
2003-09-29,PADD1,1.657
2003-10-06,PADD1,1.635
2003-10-13,PADD1,1.621
2003-10-20,PADD1,1.614
2003-10-27,PADD1,1.595
2003-11-03,PADD1,1.581
2003-11-10,PADD1,1.56
2003-11-17,PADD1,1.552
2003-11-24,PADD1,1.556
2003-12-01,PADD1,1.548
2003-12-08,PADD1,1.535
2003-12-15,PADD1,1.53
2003-12-22,PADD1,1.542
2003-12-29,PADD1,1.543
2004-01-05,PADD1,1.562
2004-01-12,PADD1,1.621
2004-01-19,PADD1,1.655
2004-01-26,PADD1,1.678
2004-02-02,PADD1,1.683
2004-02-09,PADD1,1.684
2004-02-16,PADD1,1.688
2004-02-23,PADD1,1.705
2004-03-01,PADD1,1.725
2004-03-08,PADD1,1.754
2004-03-15,PADD1,1.752
2004-03-22,PADD1,1.769
2004-03-29,PADD1,1.779
2004-04-05,PADD1,1.792
2004-04-12,PADD1,1.79
2004-04-19,PADD1,1.806
2004-04-26,PADD1,1.813
2004-05-03,PADD1,1.846
2004-05-10,PADD1,1.939
2004-05-17,PADD1,2.027
2004-05-24,PADD1,2.081
2004-05-31,PADD1,2.088
2004-06-07,PADD1,2.074
2004-06-14,PADD1,2.048
2004-06-21,PADD1,2.012
2004-06-28,PADD1,1.989
2004-07-05,PADD1,1.958
2004-07-12,PADD1,1.961
2004-07-19,PADD1,1.971
2004-07-26,PADD1,1.96
2004-08-02,PADD1,1.934
2004-08-09,PADD1,1.92
2004-08-16,PADD1,1.914
2004-08-23,PADD1,1.922
2004-08-30,PADD1,1.909
2004-09-06,PADD1,1.9
2004-09-13,PADD1,1.891
2004-09-20,PADD1,1.9
2004-09-27,PADD1,1.948
2004-10-04,PADD1,1.972
2004-10-11,PADD1,2.015
2004-10-18,PADD1,2.057
2004-10-25,PADD1,2.066
2004-11-01,PADD1,2.066
2004-11-08,PADD1,2.047
2004-11-15,PADD1,2.025
2004-11-22,PADD1,2.001
2004-11-29,PADD1,1.994
2004-12-06,PADD1,1.976
2004-12-13,PADD1,1.933
2004-12-20,PADD1,1.899
2004-12-27,PADD1,1.88
2005-01-03,PADD1,1.858
2005-01-10,PADD1,1.86
2005-01-17,PADD1,1.886
2005-01-24,PADD1,1.912
2005-01-31,PADD1,1.963
2005-02-07,PADD1,1.964
2005-02-14,PADD1,1.949
2005-02-21,PADD1,1.939
2005-02-28,PADD1,1.941
2005-03-07,PADD1,2.003
2005-03-14,PADD1,2.067
2005-03-21,PADD1,2.12
2005-03-28,PADD1,2.171
2005-04-04,PADD1,2.236
2005-04-11,PADD1,2.285
2005-04-18,PADD1,2.257
2005-04-25,PADD1,2.255
2005-05-02,PADD1,2.262
2005-05-09,PADD1,2.233
2005-05-16,PADD1,2.202
2005-05-23,PADD1,2.17
2005-05-30,PADD1,2.146
2005-06-06,PADD1,2.16
2005-06-13,PADD1,2.177
2005-06-20,PADD1,2.207
2005-06-27,PADD1,2.25
2005-07-04,PADD1,2.265
2005-07-11,PADD1,2.363
2005-07-18,PADD1,2.369
2005-07-25,PADD1,2.358
2005-08-01,PADD1,2.352
2005-08-08,PADD1,2.402
2005-08-15,PADD1,2.599
2005-08-22,PADD1,2.654
2005-08-29,PADD1,2.646
2005-09-05,PADD1,3.252
2005-09-12,PADD1,3.111
2005-09-19,PADD1,2.914
2005-09-26,PADD1,2.906
2005-10-03,PADD1,3.016
2005-10-10,PADD1,2.94
2005-10-17,PADD1,2.823
2005-10-24,PADD1,2.693
2005-10-31,PADD1,2.562
2005-11-07,PADD1,2.453
2005-11-14,PADD1,2.351
2005-11-21,PADD1,2.261
2005-11-28,PADD1,2.207
2005-12-05,PADD1,2.18
2005-12-12,PADD1,2.235
2005-12-19,PADD1,2.279
2005-12-26,PADD1,2.275
2006-01-02,PADD1,2.318
2006-01-09,PADD1,2.424
2006-01-16,PADD1,2.434
2006-01-23,PADD1,2.449
2006-01-30,PADD1,2.447
2006-02-06,PADD1,2.429
2006-02-13,PADD1,2.376
2006-02-20,PADD1,2.31
2006-02-27,PADD1,2.29
2006-03-06,PADD1,2.341
2006-03-13,PADD1,2.387
2006-03-20,PADD1,2.55
2006-03-27,PADD1,2.549
2006-04-03,PADD1,2.634
2006-04-10,PADD1,2.743
2006-04-17,PADD1,2.854
2006-04-24,PADD1,2.997
2006-05-01,PADD1,2.995
2006-05-08,PADD1,2.964
2006-05-15,PADD1,2.987
2006-05-22,PADD1,2.946
2006-05-29,PADD1,2.913
2006-06-05,PADD1,2.928
2006-06-12,PADD1,2.954
2006-06-19,PADD1,2.927
2006-06-26,PADD1,2.91
2006-07-03,PADD1,2.978
2006-07-10,PADD1,3.016
2006-07-17,PADD1,3.034
2006-07-24,PADD1,3.06
2006-07-31,PADD1,3.071
2006-08-07,PADD1,3.091
2006-08-14,PADD1,3.068
2006-08-21,PADD1,2.993
2006-08-28,PADD1,2.92
2006-09-04,PADD1,2.815
2006-09-11,PADD1,2.716
2006-09-18,PADD1,2.59
2006-09-25,PADD1,2.445
2006-10-02,PADD1,2.365
2006-10-09,PADD1,2.303
2006-10-16,PADD1,2.268
2006-10-23,PADD1,2.239
2006-10-30,PADD1,2.246
2006-11-06,PADD1,2.23
2006-11-13,PADD1,2.259
2006-11-20,PADD1,2.268
2006-11-27,PADD1,2.287
2006-12-04,PADD1,2.351
2006-12-11,PADD1,2.36
2006-12-18,PADD1,2.375
2006-12-25,PADD1,2.408
2007-01-01,PADD1,2.403
2007-01-08,PADD1,2.377
2007-01-15,PADD1,2.321
2007-01-22,PADD1,2.262
2007-01-29,PADD1,2.224
2007-02-05,PADD1,2.224
2007-02-12,PADD1,2.248
2007-02-19,PADD1,2.301
2007-02-26,PADD1,2.394
2007-03-05,PADD1,2.546
2007-03-12,PADD1,2.588
2007-03-19,PADD1,2.603
2007-03-26,PADD1,2.629
2007-04-02,PADD1,2.727
2007-04-09,PADD1,2.812
2007-04-16,PADD1,2.896
2007-04-23,PADD1,2.893
2007-04-30,PADD1,2.974
2007-05-07,PADD1,3.016
2007-05-14,PADD1,3.04
2007-05-21,PADD1,3.155
2007-05-28,PADD1,3.157
2007-06-04,PADD1,3.127
2007-06-11,PADD1,3.082
2007-06-18,PADD1,3.037
2007-06-25,PADD1,3.007
2007-07-02,PADD1,2.987
2007-07-09,PADD1,2.985
2007-07-16,PADD1,3.036
2007-07-23,PADD1,2.988
2007-07-30,PADD1,2.936
2007-08-06,PADD1,2.888
2007-08-13,PADD1,2.818
2007-08-20,PADD1,2.798
2007-08-27,PADD1,2.764
2007-09-03,PADD1,2.776
2007-09-10,PADD1,2.796
2007-09-17,PADD1,2.8
2007-09-24,PADD1,2.834
2007-10-01,PADD1,2.833
2007-10-08,PADD1,2.813
2007-10-15,PADD1,2.798
2007-10-22,PADD1,2.853
2007-10-29,PADD1,2.897
2007-11-05,PADD1,3.036
2007-11-12,PADD1,3.14
2007-11-19,PADD1,3.147
2007-11-26,PADD1,3.153
2007-12-03,PADD1,3.136
2007-12-10,PADD1,3.094
2007-12-17,PADD1,3.08
2007-12-24,PADD1,3.071
2007-12-31,PADD1,3.128
2008-01-07,PADD1,3.185
2008-01-14,PADD1,3.17
2008-01-21,PADD1,3.126
2008-01-28,PADD1,3.09
2008-02-04,PADD1,3.07
2008-02-11,PADD1,3.041
2008-02-18,PADD1,3.11
2008-02-25,PADD1,3.209
2008-03-03,PADD1,3.229
2008-03-10,PADD1,3.255
2008-03-17,PADD1,3.315
2008-03-24,PADD1,3.305
2008-03-31,PADD1,3.32
2008-04-07,PADD1,3.348
2008-04-14,PADD1,3.399
2008-04-21,PADD1,3.547
2008-04-28,PADD1,3.663
2008-05-05,PADD1,3.673
2008-05-12,PADD1,3.775
2008-05-19,PADD1,3.857
2008-05-26,PADD1,4.0
2008-06-02,PADD1,4.033
2008-06-09,PADD1,4.081
2008-06-16,PADD1,4.115
2008-06-23,PADD1,4.111
2008-06-30,PADD1,4.121
2008-07-07,PADD1,4.143
2008-07-14,PADD1,4.136
2008-07-21,PADD1,4.111
2008-07-28,PADD1,4.031
2008-08-04,PADD1,3.958
2008-08-11,PADD1,3.87
2008-08-18,PADD1,3.775
2008-08-25,PADD1,3.707
2008-09-01,PADD1,3.706
2008-09-08,PADD1,3.682
2008-09-15,PADD1,3.88
2008-09-22,PADD1,3.793
2008-09-29,PADD1,3.734
2008-10-06,PADD1,3.616
2008-10-13,PADD1,3.298
2008-10-20,PADD1,3.012
2008-10-27,PADD1,2.761
2008-11-03,PADD1,2.528
2008-11-10,PADD1,2.349
2008-11-17,PADD1,2.189
2008-11-24,PADD1,2.029
2008-12-01,PADD1,1.936
2008-12-08,PADD1,1.833
2008-12-15,PADD1,1.758
2008-12-22,PADD1,1.747
2008-12-29,PADD1,1.705
2009-01-05,PADD1,1.715
2009-01-12,PADD1,1.819
2009-01-19,PADD1,1.879
2009-01-26,PADD1,1.884
2009-02-02,PADD1,1.944
2009-02-09,PADD1,1.98
2009-02-16,PADD1,2.018
2009-02-23,PADD1,1.98
2009-03-02,PADD1,1.99
2009-03-09,PADD1,1.987
2009-03-16,PADD1,1.977
2009-03-23,PADD1,2.007
2009-03-30,PADD1,2.093
2009-04-06,PADD1,2.09
2009-04-13,PADD1,2.095
2009-04-20,PADD1,2.108
2009-04-27,PADD1,2.103
2009-05-04,PADD1,2.115
2009-05-11,PADD1,2.28
2009-05-18,PADD1,2.361
2009-05-25,PADD1,2.461
2009-06-01,PADD1,2.528
2009-06-08,PADD1,2.61
2009-06-15,PADD1,2.687
2009-06-22,PADD1,2.729
2009-06-29,PADD1,2.701
2009-07-06,PADD1,2.673
2009-07-13,PADD1,2.602
2009-07-20,PADD1,2.536
2009-07-27,PADD1,2.545
2009-08-03,PADD1,2.592
2009-08-10,PADD1,2.675
2009-08-17,PADD1,2.684
2009-08-24,PADD1,2.676
2009-08-31,PADD1,2.664
2009-09-07,PADD1,2.644
2009-09-14,PADD1,2.607
2009-09-21,PADD1,2.571
2009-09-28,PADD1,2.523
2009-10-05,PADD1,2.484
2009-10-12,PADD1,2.486
2009-10-19,PADD1,2.592
2009-10-26,PADD1,2.719
2009-11-02,PADD1,2.743
2009-11-09,PADD1,2.731
2009-11-16,PADD1,2.705
2009-11-23,PADD1,2.704
2009-11-30,PADD1,2.701
2009-12-07,PADD1,2.713
2009-12-14,PADD1,2.684
2009-12-21,PADD1,2.664
2009-12-28,PADD1,2.67
