date,region,gas_price
1998-07-27,PADD2,1.086
1998-08-03,PADD2,1.068
1998-08-10,PADD2,1.06
1998-08-17,PADD2,1.048
1998-08-24,PADD2,1.035
1998-08-31,PADD2,1.032
1998-09-07,PADD2,1.027
1998-09-14,PADD2,1.02
1998-09-21,PADD2,1.047
1998-09-28,PADD2,1.041
1998-10-05,PADD2,1.05
1998-10-12,PADD2,1.045
1998-10-19,PADD2,1.038
1998-10-26,PADD2,1.032
1998-11-02,PADD2,1.025
1998-11-09,PADD2,1.026
1998-11-16,PADD2,1.0
1998-11-23,PADD2,0.991
1998-11-30,PADD2,0.965
1998-12-07,PADD2,0.935
1998-12-14,PADD2,0.932
1998-12-21,PADD2,0.939
1998-12-28,PADD2,0.93
1999-01-04,PADD2,0.927
1999-01-11,PADD2,0.946
1999-01-18,PADD2,0.952
1999-01-25,PADD2,0.941
1999-02-01,PADD2,0.933
1999-02-08,PADD2,0.933
1999-02-15,PADD2,0.919
1999-02-22,PADD2,0.892
1999-03-01,PADD2,0.914
1999-03-08,PADD2,0.923
1999-03-15,PADD2,1.009
1999-03-22,PADD2,1.057
1999-03-29,PADD2,1.109
1999-04-05,PADD2,1.122
1999-04-12,PADD2,1.139
1999-04-19,PADD2,1.124
1999-04-26,PADD2,1.115
1999-05-03,PADD2,1.128
1999-05-10,PADD2,1.136
1999-05-17,PADD2,1.145
1999-05-24,PADD2,1.122
1999-05-31,PADD2,1.102
1999-06-07,PADD2,1.118
1999-06-14,PADD2,1.114
1999-06-21,PADD2,1.145
1999-06-28,PADD2,1.119
1999-07-05,PADD2,1.139
1999-07-12,PADD2,1.149
1999-07-19,PADD2,1.171
1999-07-26,PADD2,1.207
1999-08-02,PADD2,1.196
1999-08-09,PADD2,1.192
1999-08-16,PADD2,1.25
1999-08-23,PADD2,1.234
1999-08-30,PADD2,1.229
1999-09-06,PADD2,1.259
1999-09-13,PADD2,1.264
1999-09-20,PADD2,1.3
1999-09-27,PADD2,1.284
1999-10-04,PADD2,1.265
1999-10-11,PADD2,1.246
1999-10-18,PADD2,1.218
1999-10-25,PADD2,1.232
1999-11-01,PADD2,1.227
1999-11-08,PADD2,1.244
1999-11-15,PADD2,1.282
1999-11-22,PADD2,1.302
1999-11-29,PADD2,1.291
1999-12-06,PADD2,1.281
1999-12-13,PADD2,1.29
1999-12-20,PADD2,1.28
1999-12-27,PADD2,1.295
2000-01-03,PADD2,1.291
2000-01-10,PADD2,1.274
2000-01-17,PADD2,1.314
2000-01-24,PADD2,1.379
2000-01-31,PADD2,1.358
2000-02-07,PADD2,1.366
2000-02-14,PADD2,1.412
2000-02-21,PADD2,1.487
2000-02-28,PADD2,1.482
2000-03-06,PADD2,1.555
2000-03-13,PADD2,1.544
2000-03-20,PADD2,1.517
2000-03-27,PADD2,1.477
2000-04-03,PADD2,1.482
2000-04-10,PADD2,1.439
2000-04-17,PADD2,1.396
2000-04-24,PADD2,1.413
2000-05-01,PADD2,1.389
2000-05-08,PADD2,1.471
2000-05-15,PADD2,1.533
2000-05-22,PADD2,1.585
2000-05-29,PADD2,1.631
2000-06-05,PADD2,1.676
2000-06-12,PADD2,1.826
2000-06-19,PADD2,1.902
2000-06-26,PADD2,1.822
2000-07-03,PADD2,1.708
2000-07-10,PADD2,1.62
2000-07-17,PADD2,1.518
2000-07-24,PADD2,1.476
2000-07-31,PADD2,1.392
2000-08-07,PADD2,1.404
2000-08-14,PADD2,1.382
2000-08-21,PADD2,1.439
2000-08-28,PADD2,1.46
2000-09-04,PADD2,1.557
2000-09-11,PADD2,1.583
2000-09-18,PADD2,1.58
2000-09-25,PADD2,1.543
2000-10-02,PADD2,1.498
2000-10-09,PADD2,1.466
2000-10-16,PADD2,1.553
2000-10-23,PADD2,1.59
2000-10-30,PADD2,1.573
2000-11-06,PADD2,1.535
2000-11-13,PADD2,1.539
2000-11-20,PADD2,1.523
2000-11-27,PADD2,1.526
2000-12-04,PADD2,1.487
2000-12-11,PADD2,1.429
2000-12-18,PADD2,1.403
2000-12-25,PADD2,1.414
2001-01-01,PADD2,1.41
2001-01-08,PADD2,1.461
2001-01-15,PADD2,1.537
2001-01-22,PADD2,1.52
2001-01-29,PADD2,1.5
2001-02-05,PADD2,1.463
2001-02-12,PADD2,1.524
2001-02-19,PADD2,1.456
2001-02-26,PADD2,1.423
2001-03-05,PADD2,1.399
2001-03-12,PADD2,1.406
2001-03-19,PADD2,1.401
2001-03-26,PADD2,1.411
2001-04-02,PADD2,1.481
2001-04-09,PADD2,1.553
2001-04-16,PADD2,1.623
2001-04-23,PADD2,1.704
2001-04-30,PADD2,1.693
2001-05-07,PADD2,1.834
2001-05-14,PADD2,1.84
2001-05-21,PADD2,1.782
2001-05-28,PADD2,1.815
2001-06-04,PADD2,1.767
2001-06-11,PADD2,1.677
2001-06-18,PADD2,1.578
2001-06-25,PADD2,1.453
2001-07-02,PADD2,1.352
2001-07-09,PADD2,1.325
2001-07-16,PADD2,1.329
2001-07-23,PADD2,1.338
2001-07-30,PADD2,1.358
2001-08-06,PADD2,1.37
2001-08-13,PADD2,1.427
2001-08-20,PADD2,1.523
2001-08-27,PADD2,1.689
2001-09-03,PADD2,1.753
2001-09-10,PADD2,1.676
2001-09-17,PADD2,1.659
2001-09-24,PADD2,1.557
2001-10-01,PADD2,1.428
2001-10-08,PADD2,1.319
2001-10-15,PADD2,1.259
2001-10-22,PADD2,1.212
2001-10-29,PADD2,1.188
2001-11-05,PADD2,1.175
2001-11-12,PADD2,1.165
2001-11-19,PADD2,1.178
2001-11-26,PADD2,1.122
2001-12-03,PADD2,1.124
2001-12-10,PADD2,1.127
2001-12-17,PADD2,1.062
2001-12-24,PADD2,1.116
2001-12-31,PADD2,1.166
2002-01-07,PADD2,1.172
2002-01-14,PADD2,1.124
2002-01-21,PADD2,1.116
2002-01-28,PADD2,1.104
2002-02-04,PADD2,1.147
2002-02-11,PADD2,1.113
2002-02-18,PADD2,1.125
2002-02-25,PADD2,1.117
2002-03-04,PADD2,1.184
2002-03-11,PADD2,1.261
2002-03-18,PADD2,1.336
2002-03-25,PADD2,1.376
2002-04-01,PADD2,1.403
2002-04-08,PADD2,1.455
2002-04-15,PADD2,1.408
2002-04-22,PADD2,1.41
2002-04-29,PADD2,1.384
2002-05-06,PADD2,1.399
2002-05-13,PADD2,1.396
2002-05-20,PADD2,1.437
2002-05-27,PADD2,1.409
2002-06-03,PADD2,1.428
2002-06-10,PADD2,1.386
2002-06-17,PADD2,1.394
2002-06-24,PADD2,1.401
2002-07-01,PADD2,1.431
2002-07-08,PADD2,1.402
2002-07-15,PADD2,1.437
2002-07-22,PADD2,1.448
2002-07-29,PADD2,1.444
2002-08-05,PADD2,1.398
2002-08-12,PADD2,1.399
2002-08-19,PADD2,1.405
2002-08-26,PADD2,1.432
2002-09-02,PADD2,1.403
2002-09-09,PADD2,1.414
2002-09-16,PADD2,1.427
2002-09-23,PADD2,1.406
2002-09-30,PADD2,1.44
2002-10-07,PADD2,1.495
2002-10-14,PADD2,1.503
2002-10-21,PADD2,1.532
2002-10-28,PADD2,1.495
2002-11-04,PADD2,1.499
2002-11-11,PADD2,1.461
2002-11-18,PADD2,1.394
2002-11-25,PADD2,1.338
2002-12-02,PADD2,1.307
2002-12-09,PADD2,1.322
2002-12-16,PADD2,1.352
2002-12-23,PADD2,1.422
2002-12-30,PADD2,1.481
2003-01-06,PADD2,1.449
2003-01-13,PADD2,1.472
2003-01-20,PADD2,1.469
2003-01-27,PADD2,1.489
2003-02-03,PADD2,1.555
2003-02-10,PADD2,1.638
2003-02-17,PADD2,1.695
2003-02-24,PADD2,1.653
2003-03-03,PADD2,1.695
2003-03-10,PADD2,1.722
2003-03-17,PADD2,1.713
2003-03-24,PADD2,1.627
2003-03-31,PADD2,1.553
2003-04-07,PADD2,1.544
2003-04-14,PADD2,1.503
2003-04-21,PADD2,1.512
2003-04-28,PADD2,1.504
2003-05-05,PADD2,1.434
2003-05-12,PADD2,1.443
2003-05-19,PADD2,1.503
2003-05-26,PADD2,1.499
2003-06-02,PADD2,1.476
2003-06-09,PADD2,1.533
2003-06-16,PADD2,1.545
2003-06-23,PADD2,1.478
2003-06-30,PADD2,1.47
2003-07-07,PADD2,1.477
2003-07-14,PADD2,1.522
2003-07-21,PADD2,1.525
2003-07-28,PADD2,1.51
2003-08-04,PADD2,1.567
2003-08-11,PADD2,1.594
2003-08-18,PADD2,1.624
2003-08-25,PADD2,1.751
2003-09-01,PADD2,1.725
2003-09-08,PADD2,1.676
2003-09-15,PADD2,1.685
2003-09-22,PADD2,1.598
2003-09-29,PADD2,1.518
2003-10-06,PADD2,1.532
2003-10-13,PADD2,1.555
2003-10-20,PADD2,1.59
2003-10-27,PADD2,1.539
2003-11-03,PADD2,1.548
2003-11-10,PADD2,1.491
2003-11-17,PADD2,1.479
2003-11-24,PADD2,1.515
2003-12-01,PADD2,1.463
2003-12-08,PADD2,1.453
2003-12-15,PADD2,1.442
2003-12-22,PADD2,1.486
2003-12-29,PADD2,1.469
2004-01-05,PADD2,1.529
2004-01-12,PADD2,1.573
2004-01-19,PADD2,1.609
2004-01-26,PADD2,1.647
2004-02-02,PADD2,1.609
2004-02-09,PADD2,1.649
2004-02-16,PADD2,1.652
2004-02-23,PADD2,1.68
2004-03-01,PADD2,1.702
2004-03-08,PADD2,1.713
2004-03-15,PADD2,1.675
2004-03-22,PADD2,1.712
2004-03-29,PADD2,1.744
2004-04-05,PADD2,1.758
2004-04-12,PADD2,1.765
2004-04-19,PADD2,1.806
2004-04-26,PADD2,1.802
2004-05-03,PADD2,1.848
2004-05-10,PADD2,1.938
2004-05-17,PADD2,2.03
2004-05-24,PADD2,2.077
2004-05-31,PADD2,2.027
2004-06-07,PADD2,2.003
2004-06-14,PADD2,1.911
2004-06-21,PADD2,1.842
2004-06-28,PADD2,1.846
2004-07-05,PADD2,1.832
2004-07-12,PADD2,1.895
2004-07-19,PADD2,1.92
2004-07-26,PADD2,1.875
2004-08-02,PADD2,1.873
2004-08-09,PADD2,1.875
2004-08-16,PADD2,1.889
2004-08-23,PADD2,1.892
2004-08-30,PADD2,1.838
2004-09-06,PADD2,1.822
2004-09-13,PADD2,1.832
2004-09-20,PADD2,1.877
2004-09-27,PADD2,1.936
2004-10-04,PADD2,1.923
2004-10-11,PADD2,1.978
2004-10-18,PADD2,2.019
2004-10-25,PADD2,1.997
2004-11-01,PADD2,2.014
2004-11-08,PADD2,1.954
2004-11-15,PADD2,1.906
2004-11-22,PADD2,1.901
2004-11-29,PADD2,1.914
2004-12-06,PADD2,1.862
2004-12-13,PADD2,1.759
2004-12-20,PADD2,1.758
2004-12-27,PADD2,1.734
2005-01-03,PADD2,1.749
2005-01-10,PADD2,1.802
2005-01-17,PADD2,1.833
2005-01-24,PADD2,1.877
2005-01-31,PADD2,1.942
2005-02-07,PADD2,1.926
2005-02-14,PADD2,1.896
2005-02-21,PADD2,1.902
2005-02-28,PADD2,1.948
2005-03-07,PADD2,2.039
2005-03-14,PADD2,2.084
2005-03-21,PADD2,2.147
2005-03-28,PADD2,2.167
2005-04-04,PADD2,2.226
2005-04-11,PADD2,2.276
2005-04-18,PADD2,2.178
2005-04-25,PADD2,2.194
2005-05-02,PADD2,2.185
2005-05-09,PADD2,2.105
2005-05-16,PADD2,2.1
2005-05-23,PADD2,2.058
2005-05-30,PADD2,2.03
2005-06-06,PADD2,2.078
2005-06-13,PADD2,2.11
2005-06-20,PADD2,2.152
2005-06-27,PADD2,2.229
2005-07-04,PADD2,2.223
2005-07-11,PADD2,2.344
2005-07-18,PADD2,2.296
2005-07-25,PADD2,2.227
2005-08-01,PADD2,2.248
2005-08-08,PADD2,2.357
2005-08-15,PADD2,2.56
2005-08-22,PADD2,2.635
2005-08-29,PADD2,2.633
2005-09-05,PADD2,3.067
2005-09-12,PADD2,2.922
2005-09-19,PADD2,2.708
2005-09-26,PADD2,2.75
2005-10-03,PADD2,2.932
2005-10-10,PADD2,2.793
2005-10-17,PADD2,2.627
2005-10-24,PADD2,2.483
2005-10-31,PADD2,2.357
2005-11-07,PADD2,2.262
2005-11-14,PADD2,2.21
2005-11-21,PADD2,2.116
2005-11-28,PADD2,2.083
2005-12-05,PADD2,2.149
2005-12-12,PADD2,2.208
2005-12-19,PADD2,2.247
2005-12-26,PADD2,2.224
2006-01-02,PADD2,2.292
2006-01-09,PADD2,2.362
2006-01-16,PADD2,2.293
2006-01-23,PADD2,2.313
2006-01-30,PADD2,2.344
2006-02-06,PADD2,2.31
2006-02-13,PADD2,2.219
2006-02-20,PADD2,2.196
2006-02-27,PADD2,2.288
2006-03-06,PADD2,2.41
2006-03-13,PADD2,2.415
2006-03-20,PADD2,2.532
2006-03-27,PADD2,2.501
2006-04-03,PADD2,2.606
2006-04-10,PADD2,2.684
2006-04-17,PADD2,2.787
2006-04-24,PADD2,2.899
2006-05-01,PADD2,2.856
2006-05-08,PADD2,2.814
2006-05-15,PADD2,2.896
2006-05-22,PADD2,2.786
2006-05-29,PADD2,2.79
2006-06-05,PADD2,2.846
2006-06-12,PADD2,2.86
2006-06-19,PADD2,2.807
2006-06-26,PADD2,2.851
2006-07-03,PADD2,2.943
2006-07-10,PADD2,2.998
2006-07-17,PADD2,3.015
2006-07-24,PADD2,3.023
2006-07-31,PADD2,3.016
2006-08-07,PADD2,3.083
2006-08-14,PADD2,3.0
2006-08-21,PADD2,2.889
2006-08-28,PADD2,2.791
2006-09-04,PADD2,2.628
2006-09-11,PADD2,2.48
2006-09-18,PADD2,2.351
2006-09-25,PADD2,2.24
2006-10-02,PADD2,2.201
2006-10-09,PADD2,2.184
2006-10-16,PADD2,2.161
2006-10-23,PADD2,2.179
2006-10-30,PADD2,2.226
2006-11-06,PADD2,2.219
2006-11-13,PADD2,2.249
2006-11-20,PADD2,2.24
2006-11-27,PADD2,2.237
2006-12-04,PADD2,2.291
2006-12-11,PADD2,2.254
2006-12-18,PADD2,2.303
2006-12-25,PADD2,2.304
2007-01-01,PADD2,2.295
2007-01-08,PADD2,2.242
2007-01-15,PADD2,2.11
2007-01-22,PADD2,2.025
2007-01-29,PADD2,2.115
2007-02-05,PADD2,2.174
2007-02-12,PADD2,2.256
2007-02-19,PADD2,2.316
2007-02-26,PADD2,2.4
2007-03-05,PADD2,2.496
2007-03-12,PADD2,2.517
2007-03-19,PADD2,2.516
2007-03-26,PADD2,2.548
2007-04-02,PADD2,2.643
2007-04-09,PADD2,2.776
2007-04-16,PADD2,2.838
2007-04-23,PADD2,2.808
2007-04-30,PADD2,2.957
2007-05-07,PADD2,3.106
2007-05-14,PADD2,3.2
2007-05-21,PADD2,3.353
2007-05-28,PADD2,3.35
2007-06-04,PADD2,3.256
2007-06-11,PADD2,3.105
2007-06-18,PADD2,3.015
2007-06-25,PADD2,3.0
2007-07-02,PADD2,2.984
2007-07-09,PADD2,3.072
2007-07-16,PADD2,3.197
2007-07-23,PADD2,3.011
2007-07-30,PADD2,2.877
2007-08-06,PADD2,2.857
2007-08-13,PADD2,2.799
2007-08-20,PADD2,2.901
2007-08-27,PADD2,2.869
2007-09-03,PADD2,3.002
2007-09-10,PADD2,3.007
2007-09-17,PADD2,2.889
2007-09-24,PADD2,2.892
2007-10-01,PADD2,2.814
2007-10-08,PADD2,2.788
2007-10-15,PADD2,2.769
2007-10-22,PADD2,2.821
2007-10-29,PADD2,2.898
2007-11-05,PADD2,3.069
2007-11-12,PADD2,3.158
2007-11-19,PADD2,3.101
2007-11-26,PADD2,3.09
2007-12-03,PADD2,3.028
2007-12-10,PADD2,2.929
2007-12-17,PADD2,2.977
2007-12-24,PADD2,2.95
2007-12-31,PADD2,3.064
2008-01-07,PADD2,3.133
2008-01-14,PADD2,3.043
2008-01-21,PADD2,2.991
2008-01-28,PADD2,2.955
2008-02-04,PADD2,2.995
2008-02-11,PADD2,2.974
2008-02-18,PADD2,3.078
2008-02-25,PADD2,3.111
2008-03-03,PADD2,3.111
2008-03-10,PADD2,3.224
2008-03-17,PADD2,3.284
2008-03-24,PADD2,3.225
2008-03-31,PADD2,3.28
2008-04-07,PADD2,3.33
2008-04-14,PADD2,3.391
2008-04-21,PADD2,3.502
2008-04-28,PADD2,3.6
2008-05-05,PADD2,3.611
2008-05-12,PADD2,3.769
2008-05-19,PADD2,3.832
2008-05-26,PADD2,3.983
2008-06-02,PADD2,3.984
2008-06-09,PADD2,4.015
2008-06-16,PADD2,4.03
2008-06-23,PADD2,4.03
2008-06-30,PADD2,4.064
2008-07-07,PADD2,4.092
2008-07-14,PADD2,4.099
2008-07-21,PADD2,4.014
2008-07-28,PADD2,3.86
2008-08-04,PADD2,3.806
2008-08-11,PADD2,3.765
2008-08-18,PADD2,3.74
2008-08-25,PADD2,3.719
2008-09-01,PADD2,3.705
2008-09-08,PADD2,3.669
2008-09-15,PADD2,3.984
2008-09-22,PADD2,3.792
2008-09-29,PADD2,3.647
2008-10-06,PADD2,3.431
2008-10-13,PADD2,3.028
2008-10-20,PADD2,2.807
2008-10-27,PADD2,2.534
2008-11-03,PADD2,2.272
2008-11-10,PADD2,2.095
2008-11-17,PADD2,1.967
2008-11-24,PADD2,1.785
2008-12-01,PADD2,1.753
2008-12-08,PADD2,1.636
2008-12-15,PADD2,1.678
2008-12-22,PADD2,1.657
2008-12-29,PADD2,1.601
2009-01-05,PADD2,1.767
2009-01-12,PADD2,1.857
2009-01-19,PADD2,1.908
2009-01-26,PADD2,1.853
2009-02-02,PADD2,1.904
2009-02-09,PADD2,1.897
2009-02-16,PADD2,1.939
2009-02-23,PADD2,1.843
2009-03-02,PADD2,1.921
2009-03-09,PADD2,1.952
2009-03-16,PADD2,1.885
2009-03-23,PADD2,1.982
2009-03-30,PADD2,2.064
2009-04-06,PADD2,2.02
2009-04-13,PADD2,2.04
2009-04-20,PADD2,2.042
2009-04-27,PADD2,2.023
2009-05-04,PADD2,2.085
2009-05-11,PADD2,2.292
2009-05-18,PADD2,2.333
2009-05-25,PADD2,2.504
2009-06-01,PADD2,2.619
2009-06-08,PADD2,2.738
2009-06-15,PADD2,2.721
2009-06-22,PADD2,2.699
2009-06-29,PADD2,2.607
2009-07-06,PADD2,2.583
2009-07-13,PADD2,2.469
2009-07-20,PADD2,2.392
2009-07-27,PADD2,2.493
2009-08-03,PADD2,2.547
2009-08-10,PADD2,2.628
2009-08-17,PADD2,2.581
2009-08-24,PADD2,2.58
2009-08-31,PADD2,2.555
2009-09-07,PADD2,2.497
2009-09-14,PADD2,2.498
2009-09-21,PADD2,2.48
2009-09-28,PADD2,2.41
2009-10-05,PADD2,2.393
2009-10-12,PADD2,2.474
2009-10-19,PADD2,2.574
2009-10-26,PADD2,2.69
2009-11-02,PADD2,2.705
2009-11-09,PADD2,2.648
2009-11-16,PADD2,2.579
2009-11-23,PADD2,2.616
2009-11-30,PADD2,2.604
2009-12-07,PADD2,2.601
2009-12-14,PADD2,2.55
2009-12-21,PADD2,2.56
2009-12-28,PADD2,2.593
2010-01-04,PADD2,2.671
2010-01-11,PADD2,2.761
2010-01-18,PADD2,2.716
2010-01-25,PADD2,2.659
2010-02-01,PADD2,2.598
2010-02-08,PADD2,2.61
2010-02-15,PADD2,2.538
2010-02-22,PADD2,2.641
2010-03-01,PADD2,2.676
2010-03-08,PADD2,2.73
2010-03-15,PADD2,2.774
2010-03-22,PADD2,2.839
2010-03-29,PADD2,2.789
2010-04-05,PADD2,2.839
2010-04-12,PADD2,2.869
2010-04-19,PADD2,2.881
2010-04-26,PADD2,2.843
2010-05-03,PADD2,2.918
2010-05-10,PADD2,2.906
2010-05-17,PADD2,2.838
2010-05-24,PADD2,2.731
2010-05-31,PADD2,2.665
2010-06-07,PADD2,2.7
2010-06-14,PADD2,2.68
2010-06-21,PADD2,2.749
2010-06-28,PADD2,2.766
2010-07-05,PADD2,2.71
2010-07-12,PADD2,2.716
2010-07-19,PADD2,2.736
2010-07-26,PADD2,2.774
2010-08-02,PADD2,2.73
2010-08-09,PADD2,2.791
2010-08-16,PADD2,2.717
2010-08-23,PADD2,2.662
2010-08-30,PADD2,2.672
2010-09-06,PADD2,2.709
2010-09-13,PADD2,2.813
2010-09-20,PADD2,2.778
2010-09-27,PADD2,2.712
2010-10-04,PADD2,2.771
2010-10-11,PADD2,2.867
2010-10-18,PADD2,2.842
2010-10-25,PADD2,2.801
2010-11-01,PADD2,2.795
2010-11-08,PADD2,2.928
2010-11-15,PADD2,2.913
2010-11-22,PADD2,2.861
2010-11-29,PADD2,2.823
2010-12-06,PADD2,2.962
2010-12-13,PADD2,2.967
2010-12-20,PADD2,2.972
2010-12-27,PADD2,3.085
2011-01-03,PADD2,3.1
2011-01-10,PADD2,3.12
2011-01-17,PADD2,3.125
2011-01-24,PADD2,3.122
2011-01-31,PADD2,3.122
2011-02-07,PADD2,3.159
2011-02-14,PADD2,3.125
2011-02-21,PADD2,3.175
2011-02-28,PADD2,3.403
2011-03-07,PADD2,3.521
2011-03-14,PADD2,3.561
2011-03-21,PADD2,3.554
2011-03-28,PADD2,3.587
2011-04-04,PADD2,3.718
2011-04-11,PADD2,3.841
2011-04-18,PADD2,3.883
2011-04-25,PADD2,3.938
2011-05-02,PADD2,4.047
2011-05-09,PADD2,4.018
2011-05-16,PADD2,4.01
2011-05-23,PADD2,3.852
2011-05-30,PADD2,3.836
2011-06-06,PADD2,3.894
2011-06-13,PADD2,3.76
2011-06-20,PADD2,3.651
2011-06-27,PADD2,3.529
2011-07-04,PADD2,3.631
2011-07-11,PADD2,3.704
2011-07-18,PADD2,3.729
2011-07-25,PADD2,3.73
2011-08-01,PADD2,3.753
2011-08-08,PADD2,3.701
2011-08-15,PADD2,3.619
2011-08-22,PADD2,3.605
2011-08-29,PADD2,3.709
2011-09-05,PADD2,3.745
2011-09-12,PADD2,3.717
2011-09-19,PADD2,3.609
2011-09-26,PADD2,3.467
2011-10-03,PADD2,3.358
2011-10-10,PADD2,3.373
2011-10-17,PADD2,3.45
2011-10-24,PADD2,3.396
2011-10-31,PADD2,3.422
2011-11-07,PADD2,3.375
2011-11-14,PADD2,3.414
2011-11-21,PADD2,3.308
2011-11-28,PADD2,3.227
2011-12-05,PADD2,3.251
2011-12-12,PADD2,3.266
2011-12-19,PADD2,3.186
2011-12-26,PADD2,3.27
2012-01-02,PADD2,3.308
2012-01-09,PADD2,3.395
2012-01-16,PADD2,3.403
2012-01-23,PADD2,3.346
2012-01-30,PADD2,3.39
2012-02-06,PADD2,3.45
2012-02-13,PADD2,3.444
2012-02-20,PADD2,3.504
2012-02-27,PADD2,3.662
2012-03-05,PADD2,3.781
2012-03-12,PADD2,3.847
2012-03-19,PADD2,3.877
2012-03-26,PADD2,3.937
2012-04-02,PADD2,3.941
2012-04-09,PADD2,3.897
2012-04-16,PADD2,3.891
2012-04-23,PADD2,3.811
2012-04-30,PADD2,3.788
2012-05-07,PADD2,3.761
2012-05-14,PADD2,3.679
2012-05-21,PADD2,3.665
2012-05-28,PADD2,3.631
2012-06-04,PADD2,3.558
2012-06-11,PADD2,3.578
2012-06-18,PADD2,3.598
2012-06-25,PADD2,3.466
2012-07-02,PADD2,3.357
2012-07-09,PADD2,3.48
2012-07-16,PADD2,3.458
2012-07-23,PADD2,3.52
2012-07-30,PADD2,3.553
2012-08-06,PADD2,3.813
2012-08-13,PADD2,3.826
2012-08-20,PADD2,3.801
2012-08-27,PADD2,3.818
2012-09-03,PADD2,3.914
2012-09-10,PADD2,3.897
2012-09-17,PADD2,3.932
2012-09-24,PADD2,3.853
2012-10-01,PADD2,3.823
2012-10-08,PADD2,3.812
2012-10-15,PADD2,3.726
2012-10-22,PADD2,3.528
2012-10-29,PADD2,3.435
2012-11-05,PADD2,3.367
2012-11-12,PADD2,3.377
2012-11-19,PADD2,3.387
2012-11-26,PADD2,3.432
2012-12-03,PADD2,3.364
2012-12-10,PADD2,3.328
2012-12-17,PADD2,3.187
2012-12-24,PADD2,3.217
2012-12-31,PADD2,3.266
2013-01-07,PADD2,3.19
2013-01-14,PADD2,3.204
2013-01-21,PADD2,3.269
2013-01-28,PADD2,3.333
2013-02-04,PADD2,3.556
2013-02-11,PADD2,3.624
2013-02-18,PADD2,3.806
2013-02-25,PADD2,3.778
2013-03-04,PADD2,3.752
2013-03-11,PADD2,3.661
2013-03-18,PADD2,3.689
2013-03-25,PADD2,3.699
2013-04-01,PADD2,3.641
2013-04-08,PADD2,3.596
2013-04-15,PADD2,3.497
2013-04-22,PADD2,3.591
2013-04-29,PADD2,3.596
2013-05-06,PADD2,3.651
2013-05-13,PADD2,3.715
2013-05-20,PADD2,3.903
2013-05-27,PADD2,3.818
2013-06-03,PADD2,3.877
2013-06-10,PADD2,3.91
2013-06-17,PADD2,3.78
2013-06-24,PADD2,3.59
2013-07-01,PADD2,3.439
2013-07-08,PADD2,3.456
2013-07-15,PADD2,3.686
2013-07-22,PADD2,3.708
2013-07-29,PADD2,3.623
2013-08-05,PADD2,3.637
2013-08-12,PADD2,3.525
2013-08-19,PADD2,3.548
2013-08-26,PADD2,3.572
2013-09-02,PADD2,3.679
2013-09-09,PADD2,3.619
2013-09-16,PADD2,3.535
2013-09-23,PADD2,3.506
2013-09-30,PADD2,3.399
2013-10-07,PADD2,3.324
2013-10-14,PADD2,3.349
2013-10-21,PADD2,3.367
2013-10-28,PADD2,3.255
2013-11-04,PADD2,3.243
2013-11-11,PADD2,3.133
2013-11-18,PADD2,3.185
2013-11-25,PADD2,3.249
2013-12-02,PADD2,3.179
2013-12-09,PADD2,3.19
2013-12-16,PADD2,3.135
2013-12-23,PADD2,3.216
2013-12-30,PADD2,3.319
2014-01-06,PADD2,3.278
2014-01-13,PADD2,3.309
2014-01-20,PADD2,3.255
2014-01-27,PADD2,3.272
2014-02-03,PADD2,3.289
2014-02-10,PADD2,3.339
2014-02-17,PADD2,3.413
2014-02-24,PADD2,3.493
2014-03-03,PADD2,3.55
2014-03-10,PADD2,3.589
2014-03-17,PADD2,3.627
2014-03-24,PADD2,3.604
2014-03-31,PADD2,3.641
2014-04-07,PADD2,3.632
2014-04-14,PADD2,3.687
2014-04-21,PADD2,3.695
2014-04-28,PADD2,3.717
2014-05-05,PADD2,3.65
2014-05-12,PADD2,3.653
2014-05-19,PADD2,3.667
2014-05-26,PADD2,3.708
2014-06-02,PADD2,3.771
2014-06-09,PADD2,3.747
2014-06-16,PADD2,3.769
2014-06-23,PADD2,3.748
2014-06-30,PADD2,3.724
2014-07-07,PADD2,3.669
2014-07-14,PADD2,3.593
2014-07-21,PADD2,3.552
2014-07-28,PADD2,3.464
2014-08-04,PADD2,3.473
2014-08-11,PADD2,3.508
2014-08-18,PADD2,3.451
2014-08-25,PADD2,3.456
2014-09-01,PADD2,3.493
2014-09-08,PADD2,3.499
2014-09-15,PADD2,3.416
2014-09-22,PADD2,3.334
2014-09-29,PADD2,3.359
2014-10-06,PADD2,3.257
2014-10-13,PADD2,3.144
2014-10-20,PADD2,3.089
2014-10-27,PADD2,3.075
2014-11-03,PADD2,3.02
2014-11-10,PADD2,2.966
2014-11-17,PADD2,2.918
2014-11-24,PADD2,2.825
2014-12-01,PADD2,2.778
2014-12-08,PADD2,2.65
2014-12-15,PADD2,2.479
2014-12-22,PADD2,2.288
2014-12-29,PADD2,2.151
2015-01-05,PADD2,2.038
2015-01-12,PADD2,2.018
2015-01-19,PADD2,1.984
2015-01-26,PADD2,2.001
2015-02-02,PADD2,2.093
2015-02-09,PADD2,2.231
2015-02-16,PADD2,2.302
2015-02-23,PADD2,2.336
2015-03-02,PADD2,2.44
2015-03-09,PADD2,2.4
2015-03-16,PADD2,2.344
2015-03-23,PADD2,2.451
2015-03-30,PADD2,2.44
2015-04-06,PADD2,2.375
2015-04-13,PADD2,2.367
2015-04-20,PADD2,2.463
